text,label,text_en
@Mukaranga3 Saka uchakuvara nekuva wega coz Mr pengere vachitorova vana mainini zvavo. Mazuva ano zvemhando asi kuwana pasina tambo. Zvekuti type yangu izvi zvichauyai neBP,negative,@Mukaranga3 So you will be hurt by being alone coz Mr Pengere will soon beat up their aunts. Today's quality but access without strings. For my type this will come with BP
@baked_up_Mike 😂😂😂Skunk inozvimbisa baba,positive,@baked_up_Mike 😂😂😂Skunk promises daddy
@kunta_kiddd Ukaona hana yako isingarove haa hushamwari made in china yakaimbwa na Winky D,negative,"@kunta_kiddd If you see your heart that doesn't beat, it's friendship made in china sung by Winky D"
"Apa pabatwa vanhu , @ZECzim guys be serious @freemanchari was 💯 correct kuti ndimi murikuita kuti vanhu wasa register ku vota. https://t.co/yEZC1sy7jr",negative,"This is when people get caught, @ZECzim guys be serious @freemanchari was 💯 correct that you are the one making people not register to vote. https://t.co/yEZC1sy7jr"
"@Mambhevha Context Saloe. Hanzi this girl posts literally everything, kana mbariro yake chaiyo. Uye vanoisa maruva. Shady behaviour sha.",neutral,"@Mambheva Context Saloe. Hanzi this girl posts literally everything, or her actual bar. And they put flowers. Shady behavior sha."
"#Kufamba Yedu #Vagovera

#HappyBirthday kune Distributor wedu Johnson Nyama

Makorokoto uye dai ranhasi ranhasi richiunza mufaro mberi uye mufaro kuhupenyu hwangu, uye kune mamwe makore akawanda ari kuuya

#RealPremiumSpices #Mazuva edzidzi https://t.co/NsP5ng7Dr4",positive,"#Our Walk #Vagovera

#HappyBirthday to our Distributor Johnson Meat

Congratulations and may today bring joy and happiness to my life, and many more years to come.

#RealPremiumSpices #Student days https://t.co/NsP5ng7Dr4"
"Commercial Property to Rent in Kamfinsa - USD 850/pm
 #SkyRyanProperties #PropertybookZW https://t.co/Mv4oDA96fu",positive,"Commercial Property for Rent in Kamfinsa - USD 850/pm
 #SkyRyanProperties #PropertybookZW https://t.co/Mv4oDA96fu"
"@penzura_wacho @mnm_meya Bvunzawo 🤣🤣😬😹
Amana tidzidziseiwo mutauro uyu! @Mackey_Silobela",positive,"@penzura_wacho @mnm_meya Ask too 🤣🤣😬😹
Amana teach us this language! @Mackey_Silobela"
"Varaidzo nemaartist zvechisimba yezvechivi. Ini pane chimwe chinhu chinodiwa nebasa rako kune imwe, semuenzaniso, kana iwe uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchinge uchiita basa! Kana ari Gaffer, vamwe vanopindura! I mose, tese, tese zvedu. Zvakadaro ndatenda ZanuPF 100% local content shasha neJM https://t.co/R41nIFhgTN",neutral,"Entertainment and artists of violent sin. I have one thing that your work needs for another, for example, when you have to do work! As for the Gaffer, others respond! All of us, all of us. Anyway thanks ZanuPF 100% local content champion by JM https://t.co/R41nIFhgTN"
@TichZindoga @KingMhare1 @mail_review Mwana aidyiwa chete uyo,negative,@TichZindoga @KingMhare1 @mail_review That child was only eaten
@mangwana_jasper @ GMugiyo @CucsmanM Iwe Mangwana na @edmnangagwa muri kuita chikiribidi nevoter registration why is it ukaenda haubatsirwi zvirimo kugwadagwada ku register vanhu.,negative,@mangwana_jasper @ GMugiyo @CucsmanM You Mangwana and @edmnangagwa are doing a trick with voter registration why is it that if you go you will not be helped what's in it to register people.
ndine godo izvozvi. Zuva iri basa kusambouya kuna vanawe nekuda kwechinhu https://t.co/JkrFeD3R12,negative,I'm jealous right now. This day is a duty to never come to your children for anything https://t.co/JkrFeD3R12
@MamaRachelRuto @tondechipunza ahasi mdara wako here uyu,neutral,@MamaRachelRuto @tondechipunza isn't this your house?
"@rutendom @RealTalkFadzie Kana uchiroorwa ukuuya mum usually mune vanhu and you need to respect vanhu vawakawana varimo, hapana chinombonetsa she must compromise for that 65years old muchembere",negative,"@rutendom @RealTalkFadzie If you are getting married and you come to mum usually there are people and you need to respect the people you found there, there is no problem she must compromise for that 65 years old old lady"
@Zimral Kkkkkkkkkkkkkkkk kutuka so,neutral,@Zimral Kkkkkkkkkkkkkkk so insulting
@EmTeeEn_ Fun Cargo inopinda vanhu 16.,neutral,@EmTeeEn_ Fun Cargo fits 16 people.
@nocontextfooty Vanhu vanenge vachitodawo,positive,@nocontextfooty People seem to like it too
Asi vanhu imimi kaa 😂🙌 https://t.co/bZVQIH5j7u,neutral,But you are the people 😂🙌 https://t.co/bZVQIH5j7u
"Wadiwa @ZANUPF_Official kana kuti Nguvo dziri mumusoro make, noupfumi hwe #Africa vachapinda mukugadzwa. Ona simba nhasi kuKenya. Imi muchingovingwa nemboko vana @wode_maya https://t.co/omAv5I7BWQ",neutral,"Dear @ZANUPF_Official or the Clothes on his head, and the wealth of #Africa will be involved in the inauguration. See the power today in Kenya. You're just being bullied, kids @wode_maya https://t.co/omAv5I7BWQ"
@Queentaroe Hatisi kusekerwa vana kuskuru..,neutral,@Queentaroe We are not being laughed at at school..
@mahwihwi21 @ShadayaKnight Baba Harare vachasara vakarembera vakaremara pakati.,negative,@mahwihwi21 @ShadayaKnight Baba Harare will be left hanging crippled in the middle.
Zvamanje manje zvekuita single mumoyo kuzasi kune vanhu taabho nacho🤧🤧,negative,"Right now, what to do when you are single in the heart, there are people who have a problem with it 🤧🤧"
Retrograde is now in Harare ❤️,positive,Retrograde is now in Harare ❤️
Mazuvano ndakungorima ma veji ndotopa huku dzangu. Zvekutenga chikafu hakusisina https://t.co/jdgg1OHD0a,negative,Nowadays I just grow vegetables and feed my chickens. Food shopping is no more https://t.co/jdgg1OHD0a
@Gnashkid @kelsapwacho @RutendoN2 😂 😂 😂 Wangu ko hamudeedzi vanhu,positive,@Gnashkid @kelsapwacho @RutendoN2 😂 😂 😂 You don't call people
@chardparadzayi 🤣🤣 haaa havana tsitsi kkk kutorine vanhu vanodherera kunze uku,negative,@chardparadsayi 🤣🤣 haha ​​they have no mercy lol we still have people who are rude out here
Chokwadi dare unofanira kuvakanda kuseri kwembariro. Havakodzeri unoita muramu weHarare. Vakasvibisa chenyika nekunyepera kupambwa. Mutongo waicho govharirwa uchave wakanaka. https://t.co/9NPnJoH59M,negative,Of course the court should throw them behind bars. They do not deserve to be Harare's brother-in-law. They defiled the country by lying about the abduction. The sentence of imprisonment will be good. https://t.co/9NPnJoH59M
Chemistry Teacher - Gateway High chikoro cheChristian co-educational chachiri kuchiri mari. Mikana yebasa yamuka kune chero ani zvake anoda kukudza Mwari nekugadzira nyika yedu uye nokugadzira https://t.co/jbyJibT6jT #jobszimbabwe #jobs,positive,Chemistry Teacher - Gateway High is a Christian co-educational school that is still funded. Job opportunities are open for anyone who wants to glorify God by building our country and creating https://t.co/jbyJibT6jT #jobszimbabwe #jobs
@RealTalkFadzie Imba inoda kunamatirwa nekutsanya anochinja hake ndizvo zvinoita vakadzi ava vana chaivo🤦😂😂,positive,"@RealTalkFadzie The house needs to be worshiped and fasted, but that's what these women do 🤦😂😂"
@RealTalkFadzie 5am kwakuchiri kudzoka kumba here 😂😂😂. Hanzi hakuna munhu anorwadziwa nekubirwa kudarika mbavha. Sorry zvenyu,negative,@RealTalkFadzie 5am are you still coming home 😂😂😂. There is no one who suffers more from being robbed than a thief. Sorry about that
@kundai_i @chitowamombe14 Ayehwa Kundai taakukuziva isu semafesi ako tichangonyarra hatiudzi vanhu 😂😂😂,positive,"@kundai_i @chitowamombe14 Ayehwa Kundai we know you as your friends, we'll just keep quiet and not tell people 😂😂😂"
@ReignMelanin @chiko_naz @_RonnyTM honai uyu ari kutoramba,neutral,@ReignMelanin @chiko_naz @_RonnyTM look at this one who is refusing
Just out of curiosity kune vanhu vachiri kushandisa Wardrobe here ?,neutral,Just out of curiosity are people still using Wardrobe?
@MarrionMubawu Haa wangu vanhu vanonyima😂😂,negative,"@MarrionMubawu Oh my, people are stingy😂😂"
"@Gatsheni2019 @freemanchari Nice, I was at Mwenezi Government High, kumba kuRata kwaMboweni.",positive,"@Gatsheni2019 @freemanchari Nice, I was at Mwenezi Government High, home at Rata in Mboweni."
@living_soulmate Vana imi regai kunyepa,negative,"@living_soulmate Kids, stop lying"
@ZimThanos vanhu vari single murisei,neutral,@ZimThanos why are people single?
@chitowamombe14 Hahaha ISU hatiite...ma anti-Shadaya ndiwo ano-defeatwa oita hasha,negative,@chitowamombe14 Hahaha WE don't do it...the anti-Shadaya are the ones who are defeated and get angry
@AdvoBarryRoux @mamoe_mashamba handichadye huku futi,negative,@AdvoBarryRoux @mamoe_mashamba I don't eat chicken anymore
Zimbabwe ishamwari vose uye muridze kumuridzi .Mangwanani ano ZVOKUTAURIRA ED Mnangagwa vasainira Her Majness Queen Elizabeth II bhuku renyaradzo paEmbassy yeUKATENDA . https://t.co/1ziams52id,positive,Zimbabwe is a friend of all and a voice to the owner. This morning SPEECH ED Mnangagwa signed a condolence book for Her Majesty Queen Elizabeth II at the Embassy of UKATENDA. https://t.co/1ziams52id
@Mukwasha_Nyama @NomaSapienTR 😂😂 Vamwe pavaidzidza chirungu ivo vaitabasa rekutamba nhodo,negative,"@Mukwasha_Nyama @NomaSapienTR 😂😂 When some were learning English, they were playing swords"
"@munyati01 @KingJayZim @Mavhure @mhofela_mhofu My Harare freind in High School used to talk alot about this place...

Aibva ataura nezve SiMAD paMarango.

Being from Chiredzi ndairwadziwa coz ndaihwa kusarira ruffff",positive,"@munyati01 @KingJayZim @Mavhure @mhofela_mhofu My Harare freind in High School used to talk alot about this place...

He would talk about SiMAD at Marango.

Being from Chiredzi, I was in pain because I wanted to stay behind"
@uncle_njebha Aizve asi kune umwe Shadaya watisiri kuziva?,negative,@uncle_njebha Aizve but is there another Shadaya we don't know?
"@ngadziore @MakomboreroH @KarenyiKore @hwendec @sedzejacob @Unclepetso1 @CucsmanM @CharlesChifedz5 @daddy__Richie @teeswis @VusieNova2 And when you will confront when Chamisa over the $130k USD yeMota?
Kushaikwa kwezvimiro, Congress uye kutorwa kwevanopikisa necabal yevaviri va mupfungwa zvinodyisa muvengi wako ne memukati.

Mada wanyanya kuda hutongi husina kunaka",negative,"@ngadziore @MakomboreroH @KarenyiKore @hwendec @sedzejacob @Unclepetso1 @CucsmanM @CharlesChifedz5 @daddy__Richie @teeswis @VusieNova2 And when will you confront when Chamisa over the $130k USD for the car?
The lack of structures, Congress and the capture of the opposition by the cabal of the two minds feed your enemy from within.

Mada has become too fond of bad governance"
Vanenge vachitokusekerera mucomment section asi vachida kudya munhu wako 😮‍💨😮‍💨😮‍💨,negative,They are even laughing at you in the comment section but they want to eat your person 😮‍💨😮‍💨😮‍💨
"@PRubatso @BaeThooven @PercyShayamunda @ShadayaKnight Settle down. Kana wakapinza chibhorani mumusoro izvo izvo? Rega tidzidziswe nemutumwa Shadaya. Gore rinouya tichange tichipedza kurima, tichivharirwa naMukuru Shadaya.",negative,"@PRubatso @BaeThooven @PercyShayamunda @ShadayaKnight Settle down. What if you put a drill in the head? Let us be taught by the angel Shadaya. Next year we will be finishing farming, under the supervision of Elder Shadaya."
Tiri vana va @ShadayaKnight nekutenda!,neutral,We are @ShadayaKnight's children thanks!
@terrymap1 @433 apo une red bike and une futi hovhorosi ye red. chingopenda hungu hull futi ne mavegetables aye zvese zvaaona red kana mbudzi futi . taura navatinashemutaris @ kutokupa paint yacho,neutral,"@terrymap1 @433 when you have a red bike and you also have red overalls. just paint the hull again with these vegetables, everything he saw is red or goat too. talk to natinashemutaris @ to give you the paint"
Nhy vanhu vari kuSouth Africa kwamunenge muchiti kumusha ndekupi 🙄😳🤷‍♂️ https://t.co/8RgkS8WreV,neutral,Why are people in South Africa where you say home is 🙄😳🤷‍♂️ https://t.co/8RgkS8WreV
@HlubiWakapiwa @RealTalkFadzie Vana Mainini vanoshanya kwete kunodzidziswa na Bamukuru..... Hatironzeri vana lol,negative,@HlubiWakiwawe @RealTalkFadzie My aunt's children visit instead of being taught by Bamukuru..... We don't teach children lol
Tengerai vanhu kofi kani. 🗣️🗣️🗣️ https://t.co/iFGkJ2TTJr,neutral,Buy people coffee. 🗣️🗣️🗣️ https://t.co/iFGkJ2TTJr
"Vanodiwa Madzimai.....
Hatisipakurwa asi normalize dating vanopfekawo formal.And it simply shows that the guy ane direction kwete zvekungodanana Nana......nhingi vanopedza hembe suit https://t.co/7bMZnRsIdK",positive,"Dear Ladies.....
We don't get carried away anymore but they normalize dating they also wear formal. And it simply shows that the guy has direction not just for dating Nana......that's why they end up wearing a suit https://t.co/7bMZnRsIdK"
@kundai_i Manje varikungo tsoma vanhu,negative,@kundai_i Now they are just hunting people
Ndoamunoti mahumbwe kumba kwenyu here? Bva kune zvidumdum zvemadhara https://t.co/JthaInczaV,negative,Is that what you call a witch at your house? Go to oldies https://t.co/JthaInczaV
@Avenger_On_Call Inotoda iri PS5 baba,negative,@Avenger_On_Call Love it PS5 bro
@Mrehwa14 @MMupfunde @dereckgoto @advocatemahere Nhamo you are lying noone will ever say Zimbabwe iri mayasi coz haisi and a country can never be mayasi. Be honest kuty vanhu varikuti Zanu iri mayasi,negative,"@Mrehwa14 @MMupfunde @dereckgoto @advocatemahere Unfortunately you are lying no one will ever say Zimbabwe is mayasi coz it is not and a country can never be mayasi. Be honest, people are saying that Zanu is an idiot"
@HardTalkZw Musangorwise vanhu imi,neutral,@HardTalkZw Don't attack people
@t_kachidza @_MakdShelby @MoyoTatie98 Huya utengese sadza kwatikutenga lunch kure😂,positive,@t_kachidza @_MakdShelby @MoyoTatie98 Come and sell sadza where you can buy lunch 😂
@chitowamombe14 Haa wangu uchinyanya kurwisa vanhu 😂😂😂,negative,"@chitowamombe14 Oh my, you are attacking people too much 😂😂😂"
"@kaunda_bongi Vano vukura vukurai isu minda takatora , vamwe mairamba minda muchiti Ndezve Zanu moyeuka bako mvura yanaya viva RG 2030 pfee ED my President.",negative,"@kaunda_bongi Those who are vukura vukura we took the lands, some of you refused the lands saying they are yours and you remember the cave the rain rained viva RG 2030 pfee ED my President."
"@tafadzwanekati_ Feya here

Haaa vana ava vane nharo",neutral,"@tafadzwanekati_ Is it Feya?

Wow, these kids are argumentative"
@chitowamombe14 @Royallizbae1 Munomupisa uyu..muregererei Mwana uyu..hazokwanise kusvika pa finishing line nemi.. https://t.co/KfRPNSqOeg,neutral,@chitowamombe14 @Royallizbae1 You are burning this one..forgive this child..he won't be able to reach the finishing line with you.. https://t.co/KfRPNSqOeg
"@PaidamoyoMutsv1 @ZANUPF_Official Kurwadziwa nehurombo
Tirikugadzirisa zvedu takanyarara tichikusekererai sevaridzi kwete vane matumbu vashoma",positive,"@PaidamoyoMutsv1 @ZANUPF_Official Pain and poverty
We are fixing ours quietly and smiling at you like owners and not those with small stomachs"
